,Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Year
272,273,Jarius Wright,MIN,27,WR,8,1,14,11,78.60%,67,6.1,1,5,11,4.8,1.4,8.4,0,2016
273,274,Seth Devalve,CLE,23,TE,12,2,12,10,83.30%,127,12.7,2,6,25,10.6,0.8,10.6,0,2016
274,275,Ed Dickson,CAR,29,TE,16,8,19,10,52.60%,134,13.4,1,7,28,7.1,0.6,8.4,0,2016
275,276,Justin Hunter,2TM,25,WR,13,5,23,10,43.50%,189,18.9,4,0,64,8.2,0.8,14.5,0,2016
276,277,Tyler Kroft,CIN,24,TE,14,11,12,10,83.30%,92,9.2,0,3,21,7.7,0.7,6.6,0,2016
277,278,Keith Mumphery,HOU,24,WR,11,3,12,10,83.30%,69,6.9,0,2,11,5.8,0.9,6.3,0,2016
278,279,John Phillips,2TM,29,TE,16,7,15,10,66.70%,72,7.2,1,0,16,4.8,0.6,4.5,0,2016
279,280,Mike Tolbert*,CAR,31,RB,16,2,15,10,66.70%,72,7.2,1,4,17,4.8,0.6,4.5,0,2016
280,281,Darren Waller,BAL,24,TE,12,3,17,10,58.80%,85,8.5,2,7,15,5.0,0.8,7.1,0,2016
281,282,Dwayne Washington,DET,22,RB,12,2,15,10,66.70%,62,6.2,0,5,11,4.1,0.8,5.2,0,2016
282,283,Eric Decker,NYJ,29,WR,3,3,21,9,42.90%,194,21.6,2,9,35,9.2,3.0,64.7,0,2016
283,284,Kenyan Drake,MIA,22,RB,16,1,10,9,90.00%,46,5.1,0,2,9,4.6,0.6,2.9,1,2016
284,285,Rhett Ellison,MIN,28,TE,15,6,14,9,64.30%,57,6.3,0,2,21,4.1,0.6,3.8,0,2016
285,286,Mike Gillislee,BUF,26,RB,15,1,11,9,81.80%,50,5.6,1,1,18,4.5,0.6,3.3,1,2016
286,287,Ryan Grant,WAS,26,WR,16,1,19,9,47.40%,76,8.4,0,6,17,4.0,0.6,4.8,0,2016
287,288,Jeff Heuerman,DEN,24,TE,12,2,17,9,52.90%,141,15.7,0,7,31,8.3,0.8,11.8,0,2016
288,289,Andre Johnson,TEN,35,WR,8,4,22,9,40.90%,85,9.4,2,4,20,3.9,1.1,10.6,0,2016
289,290,Tanner McEvoy,SEA,23,WR,14,0,11,9,81.80%,140,15.6,2,7,42,12.7,0.6,10.0,0,2016
290,291,Nick O'Leary,BUF,24,TE,16,7,14,9,64.30%,114,12.7,0,5,28,8.1,0.6,7.1,0,2016
291,292,Aaron Ripkowski,GNB,24,RB,16,8,10,9,90.00%,46,5.1,1,2,9,4.6,0.6,2.9,0,2016
292,293,Paul Turner,PHI,23,WR,4,2,14,9,64.30%,126,14.0,0,6,41,9.0,2.3,31.5,0,2016
293,294,Marquess Wilson,CHI,24,WR,3,1,16,9,56.30%,160,17.8,1,8,35,10.0,3.0,53.3,0,2016
294,295,Brandon Bostick,NYJ,27,TE,16,7,11,8,72.70%,63,7.9,0,2,14,5.7,0.5,3.9,0,2016
295,296,Jordan Cameron,MIA,28,TE,3,3,11,8,72.70%,60,7.5,1,3,13,5.5,2.7,20.0,0,2016
296,297,Anthony Fasano,TEN,32,TE,16,10,13,8,61.50%,83,10.4,2,6,17,6.4,0.5,5.2,0,2016
297,298,Crockett Gillmore,BAL,25,TE,7,5,14,8,57.10%,71,8.9,1,5,22,5.1,1.1,10.1,0,2016
298,299,Brittan Golden,ARI,28,WR,12,1,14,8,57.10%,82,10.3,1,4,22,5.9,0.7,6.8,1,2016
0,1,Jarvis Landry*,MIA,25,WR,16,16,161,112,69.60%,987,8.8,9,62,49,6.1,7.0,61.7,4,2017
1,2,Larry Fitzgerald*,ARI,34,WR,16,16,161,109,67.70%,1156,10.6,6,65,37,7.2,6.8,72.3,1,2017
2,3,Michael Thomas*,NOR,24,WR,16,14,149,104,69.80%,1245,12.0,5,71,43,8.4,6.5,77.8,0,2017
3,4,Keenan Allen*,LAC,25,WR,16,15,159,102,64.20%,1393,13.7,6,74,51,8.8,6.4,87.1,1,2017
4,5,Antonio Brown*+,PIT,29,WR,14,14,163,101,62.00%,1533,15.2,9,69,57,9.4,7.2,109.5,4,2017
5,6,DeAndre Hopkins*+,HOU,25,WR,15,15,174,96,55.20%,1378,14.4,13,69,72,7.9,6.4,91.9,1,2017
6,7,Golden Tate,DET,29,WR,16,12,120,92,76.70%,1003,10.9,5,44,71,8.4,5.8,62.7,1,2017
7,8,Adam Thielen*,MIN,27,WR,16,16,142,91,64.10%,1276,14.0,4,59,65,9.0,5.7,79.8,3,2017
8,9,Julio Jones*,ATL,28,WR,16,16,148,88,59.50%,1444,16.4,3,67,53,9.8,5.5,90.3,0,2017
9,10,Le'Veon Bell*+,PIT,25,RB,15,15,106,85,80.20%,655,7.7,2,32,42,6.2,5.7,43.7,3,2017
10,11,Travis Kelce*,KAN,28,TE,15,15,122,83,68.00%,1038,12.5,8,53,44,8.5,5.5,69.2,0,2017
11,12,Demaryius Thomas,DEN,30,WR,16,16,140,83,59.30%,949,11.4,5,53,40,6.8,5.2,59.3,1,2017
12,13,Alvin Kamara*,NOR,22,RB,16,3,100,81,81.00%,826,10.2,5,38,40,8.3,5.1,51.6,1,2017
13,14,Jack Doyle*,IND,27,TE,15,15,108,80,74.10%,690,8.6,4,36,26,6.4,5.3,46.0,2,2017
14,15,Christian McCaffrey,CAR,21,RB,16,10,113,80,70.80%,651,8.1,5,37,37,5.8,5.0,40.7,2,2017
15,16,Doug Baldwin*,SEA,29,WR,16,16,116,75,64.70%,991,13.2,8,44,54,8.5,4.7,61.9,0,2017
16,17,A.J. Green*,CIN,29,WR,16,16,143,75,52.40%,1078,14.4,8,55,77,7.5,4.7,67.4,2,2017
17,18,Tyreek Hill*,KAN,23,WR,15,13,105,75,71.40%,1183,15.8,7,40,79,11.3,5.0,78.9,2,2017
18,19,Davante Adams*,GNB,25,WR,14,14,117,74,63.20%,885,12.0,10,46,55,7.6,5.3,63.2,0,2017
19,20,Zach Ertz*,PHI,27,TE,14,13,110,74,67.30%,824,11.1,8,46,53,7.5,5.3,58.9,1,2017
20,21,Duke Johnson,CLE,24,RB,16,0,93,74,79.60%,693,9.4,3,32,41,7.5,4.6,43.3,4,2017
21,22,Delanie Walker*,TEN,33,TE,16,11,111,74,66.70%,807,10.9,3,44,42,7.3,4.6,50.4,2,2017
22,23,Mike Evans,TAM,24,WR,15,15,136,71,52.20%,1001,14.1,5,55,42,7.4,4.7,66.7,1,2017
23,24,Dez Bryant,DAL,29,WR,16,16,132,69,52.30%,838,12.1,6,44,50,6.3,4.3,52.4,1,2017
24,25,Rob Gronkowski*+,NWE,28,TE,14,14,105,69,65.70%,1084,15.7,8,57,53,10.3,4.9,77.4,1,2017
25,26,Mohamed Sanu,ATL,28,WR,15,15,96,67,69.80%,703,10.5,5,41,25,7.3,4.5,46.9,0,2017
26,27,Randall Cobb,GNB,27,WR,15,14,92,66,71.70%,653,9.9,4,30,46,7.1,4.4,43.5,1,2017
27,28,Jamison Crowder,WAS,24,WR,15,6,103,66,64.10%,789,12.0,3,38,41,7.7,4.4,52.6,6,2017
28,29,Brandin Cooks,NWE,24,WR,16,15,114,65,57.00%,1082,16.6,7,42,64,9.5,4.1,67.6,0,2017
29,30,Jermaine Kearse,NYJ,27,WR,16,14,102,65,63.70%,810,12.5,5,37,51,7.9,4.1,50.6,1,2017
30,31,Stefon Diggs,MIN,24,WR,14,14,95,64,67.40%,849,13.3,8,42,59,8.9,4.6,60.6,0,2017
31,32,Evan Engram,NYG,23,TE,15,11,115,64,55.70%,722,11.3,6,37,35,6.3,4.3,48.1,0,2017
32,33,Todd Gurley*+,LAR,23,RB,15,15,87,64,73.60%,788,12.3,6,32,80,9.1,4.3,52.5,5,2017
33,34,Robby Anderson,NYJ,24,WR,16,15,114,63,55.30%,941,14.9,7,38,69,8.3,3.9,58.8,0,2017
34,35,Devin Funchess,CAR,23,WR,16,16,111,63,56.80%,840,13.3,8,40,44,7.6,3.9,52.5,0,2017
35,36,Jason Witten*,DAL,35,TE,16,16,87,63,72.40%,560,8.9,5,26,28,6.4,3.9,35.0,1,2017
36,37,Nelson Agholor,PHI,24,WR,16,10,95,62,65.30%,768,12.4,8,35,72,8.1,3.9,48.0,0,2017
37,38,Cooper Kupp,LAR,24,WR,15,6,94,62,66.00%,869,14.0,5,42,64,9.2,4.1,57.9,1,2017
38,39,Danny Amendola,NWE,32,WR,15,8,86,61,70.90%,659,10.8,2,40,27,7.7,4.1,43.9,2,2017
39,40,Adam Humphries,TAM,24,WR,16,3,83,61,73.50%,631,10.3,1,36,43,7.6,3.8,39.4,1,2017
40,41,Marvin Jones,DET,27,WR,16,16,107,61,57.00%,1101,18.0,9,44,58,10.3,3.8,68.8,0,2017
41,42,Ben Watson,BAL,37,TE,16,12,79,61,77.20%,522,8.6,4,30,33,6.6,3.8,32.6,1,2017
42,43,Carlos Hyde,SFO,27,RB,16,16,88,59,67.00%,350,5.9,0,18,18,4.0,3.7,21.9,2,2017
43,44,LeSean McCoy*,BUF,29,RB,16,16,77,59,76.60%,448,7.6,2,23,39,5.8,3.7,28.0,3,2017
44,45,Sterling Shepard,NYG,24,WR,11,10,84,59,70.20%,731,12.4,2,36,77,8.7,5.4,66.5,1,2017
45,46,Kendall Wright,CHI,28,WR,16,4,91,59,64.80%,614,10.4,1,33,22,6.7,3.7,38.4,0,2017
46,47,Michael Crabtree,OAK,30,WR,14,14,101,58,57.40%,618,10.7,8,35,41,6.1,4.1,44.1,1,2017
47,48,Melvin Gordon,LAC,24,RB,16,16,83,58,69.90%,476,8.2,4,22,49,5.7,3.6,29.8,1,2017
48,49,Mark Ingram*,NOR,28,RB,16,13,71,58,81.70%,416,7.2,0,19,54,5.9,3.6,26.0,3,2017
49,50,JuJu Smith-Schuster,PIT,21,WR,14,7,79,58,73.40%,917,15.8,7,37,97,11.6,4.1,65.5,0,2017
50,51,Kenny Stills,MIA,25,WR,16,16,105,58,55.20%,847,14.6,6,36,61,8.1,3.6,52.9,4,2017
51,52,Jimmy Graham*,SEA,31,TE,16,13,96,57,59.40%,520,9.1,10,34,33,5.4,3.6,32.5,0,2017
52,53,T.Y. Hilton*,IND,28,WR,16,16,109,57,52.30%,966,16.9,4,38,80,8.9,3.6,60.4,2,2017
53,54,Alshon Jeffery,PHI,27,WR,16,16,120,57,47.50%,789,13.8,9,44,53,6.6,3.6,49.3,0,2017
54,55,DeVante Parker,MIA,24,WR,13,12,96,57,59.40%,670,11.8,1,34,36,7.0,4.4,51.5,1,2017
55,56,Kyle Rudolph*,MIN,28,TE,16,16,81,57,70.40%,532,9.3,8,32,34,6.6,3.6,33.3,0,2017
56,57,Marquise Goodwin,SFO,27,WR,16,16,105,56,53.30%,962,17.2,2,46,83,9.2,3.5,60.1,0,2017
57,58,Marqise Lee,JAX,26,WR,14,14,96,56,58.30%,702,12.5,3,40,45,7.3,4.0,50.1,1,2017
58,59,James White,NWE,25,RB,14,4,72,56,77.80%,429,7.7,3,25,27,6.0,4.0,30.6,0,2017
59,60,Robert Woods,LAR,25,WR,12,11,85,56,65.90%,781,13.9,5,36,94,9.2,4.7,65.1,1,2017
60,61,Jared Cook,OAK,30,TE,16,16,86,54,62.80%,688,12.7,2,35,35,8.0,3.4,43.0,1,2017
61,62,Eric Decker,TEN,30,WR,16,8,83,54,65.10%,563,10.4,1,31,29,6.8,3.4,35.2,0,2017
62,63,Tarik Cohen,CHI,22,RB,16,4,71,53,74.60%,353,6.7,1,9,70,5.0,3.3,22.1,3,2017
63,64,Eric Ebron,DET,24,TE,16,9,86,53,61.60%,574,10.8,4,31,44,6.7,3.3,35.9,1,2017
64,65,Ted Ginn,NOR,32,WR,15,10,70,53,75.70%,787,14.8,4,32,54,11.2,3.5,52.5,2,2017
65,66,Kareem Hunt*,KAN,22,RB,16,16,63,53,84.10%,455,8.6,3,17,78,7.2,3.3,28.4,1,2017
66,67,Rishard Matthews,TEN,28,WR,14,11,87,53,60.90%,795,15.0,4,36,75,9.1,3.8,56.8,0,2017
67,68,Jordy Nelson,GNB,32,WR,15,15,88,53,60.20%,482,9.1,6,38,58,5.5,3.5,32.1,0,2017
68,69,Theo Riddick,DET,26,RB,16,5,71,53,74.60%,444,8.4,2,20,63,6.3,3.3,27.8,1,2017
69,70,Terrance Williams,DAL,28,WR,16,14,78,53,67.90%,568,10.7,0,31,56,7.3,3.3,35.5,0,2017
70,71,Brandon LaFell,CIN,31,WR,16,15,89,52,58.40%,548,10.5,3,25,45,6.2,3.3,34.3,1,2017
71,72,Mike Wallace,BAL,31,WR,15,14,92,52,56.50%,748,14.4,4,33,66,8.1,3.5,49.9,0,2017
72,73,Jerick McKinnon,MIN,25,RB,16,1,68,51,75.00%,421,8.3,2,20,41,6.2,3.2,26.3,3,2017
73,74,Martavis Bryant,PIT,26,WR,15,8,84,50,59.50%,603,12.1,3,28,51,7.2,3.3,40.2,0,2017
74,75,DeSean Jackson,TAM,31,WR,14,13,90,50,55.60%,668,13.4,3,37,41,7.4,3.6,47.7,0,2017
75,76,Austin Seferian-Jenkins,NYJ,25,TE,13,10,74,50,67.60%,357,7.1,3,18,28,4.8,3.8,27.5,1,2017
76,77,Charles Clay,BUF,28,TE,13,13,74,49,66.20%,558,11.4,2,29,44,7.5,3.8,42.9,1,2017
77,78,Austin Hooper,ATL,23,TE,16,8,65,49,75.40%,526,10.7,3,18,88,8.1,3.1,32.9,0,2017
78,79,Kelvin Benjamin,2TM,26,WR,14,14,78,48,61.50%,692,14.4,3,0,43,8.9,3.4,49.4,0,2017
79,80,Cameron Brate,TAM,26,TE,16,6,77,48,62.30%,591,12.3,6,34,35,7.7,3.0,36.9,1,2017
80,81,Amari Cooper,OAK,23,WR,14,12,96,48,50.00%,680,14.2,7,28,87,7.1,3.4,48.6,1,2017
81,82,Emmanuel Sanders,DEN,30,WR,12,11,92,47,51.10%,555,11.8,2,30,38,6.0,3.9,46.3,0,2017
82,83,Javorius Allen,BAL,26,RB,16,0,60,46,76.70%,250,5.4,2,16,20,4.2,2.9,15.6,0,2017
83,84,Ryan Grant,WAS,27,WR,16,7,65,45,69.20%,573,12.7,4,29,40,8.8,2.8,35.8,0,2017
84,85,Hunter Henry,LAC,23,TE,14,13,62,45,72.60%,579,12.9,4,32,34,9.3,3.2,41.4,0,2017
85,86,Tyler Lockett,SEA,25,WR,16,8,71,45,63.40%,555,12.3,2,24,74,7.8,2.8,34.7,0,2017
86,87,Paul Richardson,SEA,25,WR,16,13,80,44,55.00%,703,16.0,6,34,61,8.8,2.8,43.9,0,2017
87,88,Shane Vereen,NYG,28,RB,16,0,53,44,83.00%,253,5.8,0,9,20,4.8,2.8,15.8,0,2017
88,89,Giovani Bernard,CIN,26,RB,16,2,60,43,71.70%,389,9.0,2,17,61,6.5,2.7,24.3,0,2017
89,90,Vernon Davis,WAS,33,TE,16,16,69,43,62.30%,648,15.1,3,24,69,9.4,2.7,40.5,2,2017
90,91,Jesse James,PIT,23,TE,16,14,63,43,68.30%,372,8.7,3,20,32,5.9,2.7,23.3,0,2017
91,92,George Kittle,SFO,24,TE,15,7,63,43,68.30%,515,12.0,2,24,44,8.2,2.9,34.3,0,2017
92,93,Seth Roberts,OAK,26,WR,15,7,65,43,66.20%,455,10.6,1,23,29,7.0,2.9,30.3,2,2017
93,94,Trent Taylor,SFO,23,WR,15,1,60,43,71.70%,430,10.0,2,27,33,7.2,2.9,28.7,1,2017
94,95,Tyrell Williams,LAC,25,WR,16,15,69,43,62.30%,728,16.9,4,29,75,10.6,2.7,45.5,1,2017
95,96,Keelan Cole,JAX,24,WR,16,6,83,42,50.60%,748,17.8,3,32,75,9.0,2.6,46.8,2,2017
96,97,Tyler Kroft,CIN,25,TE,16,16,62,42,67.70%,404,9.6,7,22,59,6.5,2.6,25.3,0,2017
97,98,Albert Wilson,KAN,25,WR,13,7,62,42,67.70%,554,13.2,3,32,63,8.9,3.2,42.6,0,2017
98,99,Julius Thomas,MIA,29,TE,14,13,62,41,66.10%,388,9.5,3,18,27,6.3,2.9,27.7,1,2017
99,100,Pierre Garcon,SFO,31,WR,8,8,67,40,59.70%,500,12.5,0,26,59,7.5,5.0,62.5,0,2017
100,101,Jeremy Maclin,BAL,29,WR,12,12,72,40,55.60%,440,11.0,3,23,48,6.1,3.3,36.7,0,2017
101,102,Andre Ellington,2TM,28,RB,12,2,59,39,66.10%,369,9.5,0,0,29,6.3,3.3,30.8,0,2017
102,103,Allen Hurns,JAX,26,WR,10,8,56,39,69.60%,484,12.4,2,28,50,8.6,3.9,48.4,0,2017
103,104,DeMarco Murray,TEN,29,RB,15,15,47,39,83.00%,266,6.8,1,11,18,5.7,2.6,17.7,1,2017
104,105,Chris Thompson,WAS,27,RB,10,1,54,39,72.20%,510,13.1,4,22,74,9.4,3.9,51.0,3,2017
105,106,Sammy Watkins,LAR,24,WR,15,14,70,39,55.70%,593,15.2,8,33,67,8.5,2.6,39.5,0,2017
106,107,Deonte Thompson,2TM,28,WR,16,10,69,38,55.10%,555,14.6,2,0,46,8.0,2.4,34.7,1,2017
107,108,Matt Forte,NYJ,32,RB,12,4,45,37,82.20%,293,7.9,1,14,34,6.5,3.1,24.4,1,2017
108,109,Cole Beasley,DAL,28,WR,15,4,63,36,57.10%,314,8.7,4,20,54,5.0,2.4,20.9,0,2017
109,110,Leonard Fournette,JAX,22,RB,13,13,48,36,75.00%,302,8.4,1,18,28,6.3,2.8,23.2,2,2017
110,111,Devonta Freeman,ATL,25,RB,14,14,47,36,76.60%,317,8.8,1,18,29,6.7,2.6,22.6,4,2017
111,112,Roger Lewis,NYG,24,WR,15,8,72,36,50.00%,416,11.6,2,20,34,5.8,2.4,27.7,0,2017
112,113,Lamar Miller,HOU,26,RB,16,13,45,36,80.00%,327,9.1,3,18,32,7.3,2.3,20.4,1,2017
113,114,Torrey Smith,PHI,28,WR,16,14,67,36,53.70%,430,11.9,2,11,59,6.4,2.3,26.9,0,2017
114,115,Josh Doctson,WAS,25,WR,16,14,78,35,44.90%,502,14.3,6,25,52,6.4,2.2,31.4,0,2017
115,116,Charles Sims,TAM,27,RB,16,0,47,35,74.50%,249,7.1,1,13,25,5.3,2.2,15.6,1,2017
116,117,Travis Benjamin,LAC,28,WR,16,3,62,34,54.80%,567,16.7,4,21,62,9.1,2.1,35.4,2,2017
117,118,Corey Davis,TEN,22,WR,11,9,65,34,52.30%,375,11.0,0,17,37,5.8,3.1,34.1,1,2017
118,119,Wayne Gallman,NYG,23,RB,13,1,48,34,70.80%,193,5.7,1,8,11,4.0,2.6,14.8,3,2017
119,120,Chris Godwin,TAM,21,WR,16,2,55,34,61.80%,525,15.4,1,27,70,9.5,2.1,32.8,0,2017
120,121,Chris Hogan,NWE,30,WR,9,7,59,34,57.60%,439,12.9,5,22,47,7.4,3.8,48.8,0,2017
121,122,J.D. McKissic,SEA,24,RB,13,1,46,34,73.90%,266,7.8,2,14,27,5.8,2.6,20.5,0,2017
122,123,DeAndre Washington,OAK,24,RB,15,0,45,34,75.60%,197,5.8,1,15,15,4.4,2.3,13.1,2,2017
123,124,Seth Devalve,CLE,24,TE,16,4,58,33,56.90%,395,12.0,1,18,49,6.8,2.1,24.7,1,2017
124,125,Taylor Gabriel,ATL,26,WR,16,4,51,33,64.70%,378,11.5,1,17,40,7.4,2.1,23.6,0,2017
125,126,Jermaine Gresham,ARI,29,TE,14,14,46,33,71.70%,322,9.8,2,17,21,7.0,2.4,23.0,0,2017
126,127,Kyle Juszczyk*,SFO,26,RB,14,10,42,33,78.60%,315,9.5,1,13,44,7.5,2.4,22.5,2,2017
127,128,Danny Woodhead,BAL,32,RB,8,0,39,33,84.60%,200,6.1,0,9,22,5.1,4.1,25.0,0,2017
128,129,Kenyan Drake,MIA,23,RB,16,6,48,32,66.70%,239,7.5,1,7,47,5.0,2.0,14.9,2,2017
129,130,Dion Lewis,NWE,27,RB,16,8,35,32,91.40%,214,6.7,3,11,20,6.1,2.0,13.4,0,2017
130,131,David Njoku,CLE,21,TE,16,5,60,32,53.30%,386,12.1,4,17,34,6.4,2.0,24.1,0,2017
131,132,Jaron Brown,ARI,27,WR,16,8,69,31,44.90%,477,15.4,4,23,52,6.9,1.9,29.8,0,2017
132,133,Cordarrelle Patterson,OAK,26,WR,16,2,42,31,73.80%,309,10.0,0,14,59,7.4,1.9,19.3,3,2017
133,134,Martellus Bennett,2TM,30,TE,9,7,44,30,68.20%,286,9.5,0,0,33,6.5,3.3,31.8,0,2017
134,135,Devontae Booker,DEN,25,RB,13,0,38,30,78.90%,275,9.2,0,13,29,7.2,2.3,21.2,2,2017
135,136,Rex Burkhead,NWE,27,RB,10,3,36,30,83.30%,254,8.5,3,13,23,7.1,3.0,25.4,1,2017
136,137,Ed Dickson,CAR,30,TE,16,12,48,30,62.50%,437,14.6,1,22,64,9.1,1.9,27.3,0,2017
137,138,Antonio Gates,LAC,37,TE,16,4,52,30,57.70%,316,10.5,3,16,27,6.1,1.9,19.8,0,2017
138,139,T.J. Jones,DET,25,WR,14,6,49,30,61.20%,399,13.3,1,22,34,8.1,2.1,28.5,1,2017
139,140,Joe Mixon,CIN,21,RB,14,7,34,30,88.20%,287,9.6,0,10,67,8.4,2.1,20.5,3,2017
140,141,T.J. Yeldon,JAX,24,RB,10,0,41,30,73.20%,224,7.5,0,14,20,5.5,3.0,22.4,2,2017
141,142,Bruce Ellington,HOU,26,WR,11,6,57,29,50.90%,330,11.4,2,15,35,5.8,2.6,30.0,1,2017
142,143,Bennie Fowler,DEN,26,WR,16,4,56,29,51.80%,350,12.1,3,18,29,6.3,1.8,21.9,1,2017
143,144,Frank Gore,IND,34,RB,16,16,38,29,76.30%,245,8.4,1,9,26,6.4,1.8,15.3,3,2017
144,145,JJ Nelson,ARI,25,WR,16,5,61,29,47.50%,508,17.5,2,21,46,8.3,1.8,31.8,1,2017
145,146,C.J. Anderson,DEN,26,RB,16,16,40,28,70.00%,224,8.0,1,7,25,5.6,1.8,14.0,1,2017
146,147,Nick Boyle,BAL,24,TE,15,11,37,28,75.70%,203,7.3,0,11,16,5.5,1.9,13.5,0,2017
147,148,Isaiah Crowell,CLE,24,RB,16,16,42,28,66.70%,182,6.5,0,9,38,4.3,1.8,11.4,1,2017
148,149,Will Fuller,HOU,23,WR,10,10,50,28,56.00%,423,15.1,7,21,59,8.5,2.8,42.3,0,2017
149,150,Kenny Golladay,DET,24,WR,11,5,48,28,58.30%,477,17.0,3,18,54,9.9,2.5,43.4,0,2017
150,151,Tevin Coleman,ATL,24,RB,15,3,39,27,69.20%,299,11.1,3,13,39,7.7,1.8,19.9,1,2017
151,152,Austin Ekeler,LAC,22,RB,16,0,35,27,77.10%,279,10.3,3,12,38,8.0,1.7,17.4,2,2017
152,153,Rashard Higgins,CLE,23,WR,15,4,50,27,54.00%,312,11.6,2,13,56,6.2,1.8,20.8,1,2017
153,154,Zay Jones,BUF,22,WR,15,10,74,27,36.50%,316,11.7,2,19,33,4.3,1.8,21.1,0,2017
154,155,Ricardo Louis,CLE,23,WR,16,9,61,27,44.30%,357,13.2,0,18,37,5.9,1.7,22.3,0,2017
155,156,Jordan Reed,WAS,27,TE,6,5,35,27,77.10%,211,7.8,2,10,20,6.0,4.5,35.2,1,2017
156,157,Jalen Richard,OAK,24,RB,16,1,36,27,75.00%,256,9.5,1,13,39,7.1,1.7,16.0,8,2017
157,158,Charcandrick West,KAN,26,RB,13,0,34,27,79.40%,150,5.6,2,7,25,4.4,2.1,11.5,1,2017
158,159,Dede Westbrook,JAX,24,WR,7,5,51,27,52.90%,339,12.6,1,15,29,6.6,3.9,48.4,1,2017
159,160,Ezekiel Elliott,DAL,22,RB,10,10,38,26,68.40%,269,10.3,2,6,72,7.1,2.6,26.9,1,2017
160,161,O.J. Howard,TAM,23,TE,14,14,39,26,66.70%,432,16.6,6,20,58,11.1,1.9,30.9,3,2017
161,162,Donte Moncrief,IND,24,WR,12,8,47,26,55.30%,391,15.0,2,22,60,8.3,2.2,32.6,0,2017
162,163,Ameer Abdullah,DET,24,RB,14,11,35,25,71.40%,162,6.5,1,13,22,4.6,1.8,11.6,2,2017
163,164,Stephen Anderson,HOU,24,TE,15,5,52,25,48.10%,342,13.7,1,17,42,6.6,1.7,22.8,0,2017
164,165,Odell Beckham,NYG,25,WR,4,2,41,25,61.00%,302,12.1,3,14,48,7.4,6.3,75.5,0,2017
165,166,Tyler Higbee,LAR,24,TE,16,16,45,25,55.60%,295,11.8,1,12,38,6.6,1.6,18.4,0,2017
166,167,Dontrelle Inman,2TM,28,WR,12,7,44,25,56.80%,343,13.7,1,0,26,7.8,2.1,28.6,0,2017
167,168,Jordan Matthews,BUF,25,WR,10,7,36,25,69.40%,282,11.3,1,13,47,7.8,2.5,28.2,1,2017
168,169,Jamaal Williams,GNB,22,RB,16,7,34,25,73.50%,262,10.5,2,12,54,7.7,1.6,16.4,0,2017
169,170,Jay Ajayi,2TM,24,RB,14,8,34,24,70.60%,158,6.6,1,0,32,4.6,1.7,11.3,3,2017
170,171,Josh Bellamy,CHI,28,WR,15,7,46,24,52.20%,376,15.7,1,15,46,8.2,1.6,25.1,0,2017
171,172,Rhett Ellison,NYG,29,TE,16,14,32,24,75.00%,235,9.8,2,13,27,7.3,1.5,14.7,0,2017
172,173,Marcedes Lewis,JAX,33,TE,16,16,48,24,50.00%,318,13.3,5,18,37,6.6,1.5,19.9,0,2017
173,174,Geronimo Allison,GNB,23,WR,15,2,39,23,59.00%,253,11.0,0,10,72,6.5,1.5,16.9,2,2017
174,175,Trey Burton,PHI,26,TE,15,1,31,23,74.20%,248,10.8,5,14,27,8.0,1.5,16.5,0,2017
175,176,Jamaal Charles,DEN,31,RB,14,0,28,23,82.10%,129,5.6,0,6,20,4.6,1.6,9.2,2,2017
176,177,Brandon Coleman,NOR,25,WR,16,6,37,23,62.20%,364,15.8,3,13,54,9.8,1.4,22.8,2,2017
177,178,Corey Coleman,CLE,23,WR,9,8,58,23,39.70%,305,13.3,2,17,44,5.3,2.6,33.9,0,2017
178,179,Alex Collins,BAL,23,RB,15,12,36,23,63.90%,187,8.1,0,8,37,5.2,1.5,12.5,4,2017
179,180,Jordan Howard,CHI,23,RB,16,16,32,23,71.90%,125,5.4,0,4,12,3.9,1.4,7.8,1,2017
180,181,Ty Montgomery,GNB,24,RB,8,5,31,23,74.20%,173,7.5,1,8,23,5.6,2.9,21.6,0,2017
181,182,Bilal Powell,NYJ,29,RB,15,10,33,23,69.70%,170,7.4,0,9,31,5.2,1.5,11.3,1,2017
182,183,Chester Rogers,IND,23,WR,11,4,37,23,62.20%,284,12.3,1,16,61,7.7,2.1,25.8,0,2017
183,184,Tyler Boyd,CIN,23,WR,10,1,32,22,68.80%,225,10.2,2,14,49,7.0,2.2,22.5,0,2017
184,185,Coby Fleener,NOR,29,TE,11,0,30,22,73.30%,295,13.4,2,13,33,9.8,2.0,26.8,0,2017
185,186,Jeremy Kerley,NYJ,29,WR,8,2,27,22,81.50%,217,9.9,1,13,31,8.0,2.8,27.1,3,2017
186,187,Nick O'Leary,BUF,25,TE,15,5,32,22,68.80%,322,14.6,2,14,32,10.1,1.5,21.5,1,2017
187,188,Samaje Perine,WAS,22,RB,16,8,24,22,91.70%,182,8.3,1,9,25,7.6,1.4,11.4,2,2017
188,189,Matt Breida,SFO,22,RB,16,0,36,21,58.30%,180,8.6,1,9,32,5.0,1.3,11.3,1,2017
189,190,John Brown,ARI,27,WR,10,5,55,21,38.20%,299,14.2,3,15,52,5.4,2.1,29.9,0,2017
190,191,Garrett Celek,SFO,29,TE,16,13,33,21,63.60%,336,16.0,4,15,61,10.2,1.3,21.0,0,2017
